"Country","Subgroup","Year","Unit","Value","Value Footnotes"
"French Polynesia","Male","1990","Number","101697",""
"French Polynesia","Male","1988","Number","98345","2"
"French Polynesia","Male","1985","Number","90691",""
"Gabon","Female","2005","Number","646248",""
"Gabon","Female","2000","Number","595081",""
"Gabon","Female","1995","Number","532137",""
"Gabon","Female","1993","Number","513192","2"
"Gabon","Female","1990","Number","463530",""
"Gabon","Female","1985","Number","398805",""
"Gabon","Male","2005","Number","644445",""
"Gabon","Male","2000","Number","587197",""
"Gabon","Male","1995","Number","523847",""
"Gabon","Male","1993","Number","501784","2"
"Gabon","Male","1990","Number","454366",""
"Gabon","Male","1985","Number","388630",""
"Gambia The","Female","2005","Number","807691",""
"Gambia The","Female","2003","Number","687781","18"
"Gambia The","Female","2000","Number","691490",""
"Gambia The","Female","1995","Number","579211",""
"Gambia The","Female","1993","Number","518195","2"
"Gambia The","Female","1990","Number","481027",""
"Gambia The","Female","1985","Number","397425",""
"Gambia The","Male","2005","Number","809338",""
"Gambia The","Male","2003","Number","676726","18"
"Gambia The","Male","2000","Number","692636",""
"Gambia The","Male","1995","Number","580044",""
"Gambia The","Male","1993","Number","519950","2"
"Gambia The","Male","1990","Number","481446",""
"Gambia The","Male","1985","Number","397445",""
"Georgia","Female","2005","Number","2359736",""
"Georgia","Female","2003","Number","2283400","2"
"Georgia","Female","2002","Number","2309782","4"
"Georgia","Female","2001","Number","2085800","2"
"Georgia","Female","2000","Number","2482202",""
"Georgia","Female","1995","Number","2641585",""
"Georgia","Female","1990","Number","2864994",""
"Georgia","Female","1989","Number","2838801","4"
"Georgia","Female","1985","Number","2790209",""
"Georgia","Male","2005","Number","2113673",""
"Georgia","Male","2003","Number","2045500","2"
"Georgia","Male","2002","Number","2061753","4"
"Georgia","Male","2001","Number","2300700","2"
"Georgia","Male","2000","Number","2237859",""
"Georgia","Male","1995","Number","2390980",""
"Georgia","Male","1990","Number","2595006",""
"Georgia","Male","1989","Number","2562040","4"
"Georgia","Male","1985","Number","2496795",""
"German Democratic Republic (former)","Female","1990","Number","8470399","45"
"German Democratic Republic (former)","Female","1989","Number","8669405","45"
"German Democratic Republic (former)","Female","1988","Number","8714426","45"
"German Democratic Republic (former)","Female","1986","Number","8743511","45"
"German Democratic Republic (former)","Female","1985","Number","8774169","45"
"German Democratic Republic (former)","Male","1990","Number","7776885","45"
"German Democratic Republic (former)","Male","1989","Number","7960345","45"
"German Democratic Republic (former)","Male","1988","Number","7951914","45"
"German Democratic Republic (former)","Male","1986","Number","7880864","45"
"German Democratic Republic (former)","Male","1985","Number","7870139","45"
"Germany","Female","2005","Number","42263757",""
"Germany","Female","2004","Number","42151183","4"
"Germany","Female","2003","Number","42170976","4"
"Germany","Female","2002","Number","42171879","4"
"Germany","Female","2001","Number","42134319","4"
"Germany","Female","2000","Number","42164448",""
"Germany","Female","1999","Number","42052784","4"
"Germany","Female","1998","Number","42036675","4"
"Germany","Female","1997","Number","42063284","4"
"Germany","Female","1996","Number","42007954","4"
"Germany","Female","1995","Number","41930010","4"
"Germany","Female","1995","Number","41930010",""
"Germany","Female","1994","Number","41846374","4"
"Germany","Female","1993","Number","41740233","4"
"Germany","Female","1992","Number","41522130","4"
"Germany","Female","1991","Number","41326533","4"
"Germany","Female","1990","Number","41123725",""
"Germany","Female","1985","Number","40625880",""
"Germany","Male","2005","Number","40388612",""
"Germany","Male","2004","Number","40350091","4"
"Germany","Male","2003","Number","40349200","4"
"Germany","Male","2002","Number","40310430","4"
"Germany","Male","2001","Number","40215606","4"
"Germany","Male","2000","Number","40144353",""
"Germany","Male","1999","Number","40004142","4"
"Germany","Male","1998","Number","39992272","4"
"Germany","Male","1997","Number","39997915","4"
"Germany","Male","1996","Number","39887683","4"
"Germany","Male","1995","Number","39730955","4"
"Germany","Male","1995","Number","39730955",""
"Germany","Male","1994","Number","39575586","4"
"Germany","Male","1993","Number","39447075","4"
"Germany","Male","1992","Number","39047584","4"
"Germany","Male","1991","Number","38657711","4"
"Germany","Male","1990","Number","38309299",""
"Germany","Male","1985","Number","37058993",""
"Germany, Federal Republic of","Female","1989","Number","32135300","45"
"Germany, Federal Republic of","Female","1987","Number","31754119","45"
"Germany, Federal Republic of","Male","1989","Number","29854500","45"
"Germany, Federal Republic of","Male","1987","Number","29322923","45"
"Ghana","Female","2005","Number","11121597",""
"Ghana","Female","2000","Number","9554697","2"
"Ghana","Female","2000","Number","9960939",""
"Ghana","Female","1995","Number","8856753",""
"Ghana","Female","1990","Number","7721216",""
"Ghana","Female","1987","Number","6787228","8"
"Ghana","Female","1986","Number","6614190","19"
"Ghana","Female","1985","Number","6445564","19"
"Ghana","Female","1985","Number","6685521",""
"Ghana","Male","2005","Number","11413413",""
"Ghana","Male","2000","Number","9357382","2"
"Ghana","Male","2000","Number","10186576",""
"Ghana","Male","1995","Number","9030236",""
"Ghana","Male","1990","Number","7858106",""
"Ghana","Male","1987","Number","6603848","8"
"Ghana","Male","1986","Number","6435485","19"
"Ghana","Male","1985","Number","6271415","19"
"Ghana","Male","1985","Number","6793473",""
"Gibraltar","Female","2004","Number","14333","2"
"Gibraltar","Female","2003","Number","14221","2"
"Gibraltar","Female","2002","Number","14220","46"
"Gibraltar","Female","2001","Number","13851","46"
"Gibraltar","Female","2000","Number","13627","2"
"Gibraltar","Female","1999","Number","13703","2"
"Gibraltar","Female","1998","Number","13606","46"
"Gibraltar","Female","1997","Number","13685","2"
"Gibraltar","Female","1996","Number","13492","2"
"Gibraltar","Female","1995","Number","13528","2"
"Gibraltar","Female","1994","Number","13503","2"
"Gibraltar","Female","1993","Number","13619","2"
"Gibraltar","Female","1992","Number","13996","46"
"Gibraltar","Female","1991","Number","13075","46"
"Gibraltar","Female","1990","Number","14860","2"
"Gibraltar","Female","1989","Number","14801","2"
"Gibraltar","Female","1988","Number","14455","2"
"Gibraltar","Female","1987","Number","14367","2"
"Gibraltar","Female","1986","Number","14124","2"
"Gibraltar","Female","1985","Number","14126","2"
"Gibraltar","Male","2004","Number","14426","2"
"Gibraltar","Male","2003","Number","14384","2"
"Gibraltar","Male","2002","Number","14300","46"
"Gibraltar","Male","2001","Number","13644","46"
"Gibraltar","Male","2000","Number","13406","2"
"Gibraltar","Male","1999","Number","13501","2"
"Gibraltar","Male","1998","Number","13419","46"
"Gibraltar","Male","1997","Number","13507","2"
"Gibraltar","Male","1996","Number","13594","2"
"Gibraltar","Male","1995","Number","13642","2"
"Gibraltar","Male","1994","Number","13604","2"
"Gibraltar","Male","1993","Number","14432","2"
"Gibraltar","Male","1992","Number","14852","46"
"Gibraltar","Male","1991","Number","13628","46"
"Gibraltar","Male","1990","Number","16001","2"
"Gibraltar","Male","1989","Number","15888","2"
"Gibraltar","Male","1988","Number","15622","2"
"Gibraltar","Male","1987","Number","15325","2"
"Gibraltar","Male","1986","Number","15042","2"
"Gibraltar","Male","1985","Number","14717","2"
"Greece","Female","2005","Number","5604644",""
"Greece","Female","2004","Number","5586206","2"
"Greece","Female","2003","Number","5567036","2"
"Greece","Female","2002","Number","5548227","2"
"Greece","Female","2001","Number","5532204","47"
"Greece","Female","2001","Number","5528910","2"
"Greece","Female","2000","Number","5511414","2"
"Greece","Female","2000","Number","5552216",""
"Greece","Female","1999","Number","5492726","48"
"Greece","Female","1998","Number","5468090","48"
"Greece","Female","1997","Number","5438750","48"
"Greece","Female","1996","Number","5405820","48"
"Greece","Female","1995","Number","5370328","48"
"Greece","Female","1995","Number","5392258",""
"Greece","Female","1994","Number","5332761","48"
"Greece","Female","1993","Number","5293578","2"
"Greece","Female","1992","Number","5251939","2"
"Greece","Female","1991","Number","5204492","47"
"Greece","Female","1991","Number","5203066","2"
"Greece","Female","1990","Number","5154075",""
"Greece","Female","1985","Number","5047414","48"
"Greece","Female","1985","Number","5047404",""
"Greece","Male","2005","Number","5495093",""
"Greece","Male","2004","Number","5475529","2"
"Greece","Male","2003","Number","5456496","2"
"Greece","Male","2002","Number","5439332","2"
"Greece","Male","2001","Number","5431816","47"
"Greece","Male","2001","Number","5421043","2"
"Greece","Male","2000","Number","5406043","2"
"Greece","Male","2000","Number","5422422",""
"Greece","Male","1999","Number","5389881","48"
"Greece","Male","1998","Number","5366820","48"
"Greece","Male","1997","Number","5337781","48"
"Greece","Male","1996","Number","5303330","48"
"Greece","Male","1995","Number","5264063","48"
"Greece","Male","1995","Number","5263297",""
"Greece","Male","1994","Number","5220271","48"
"Greece","Male","1993","Number","5171956","2"
"Greece","Male","1992","Number","5117889","2"
"Greece","Male","1991","Number","5055408","47"
"Greece","Male","1991","Number","5053216","2"
"Greece","Male","1990","Number","5006427",""
"Greece","Male","1985","Number","4886880","48"
"Greece","Male","1985","Number","4886889",""
"Greenland","Female","2003","Number","26474","6"
"Greenland","Female","2002","Number","26394","6"
"Greenland","Female","2001","Number","26292","6"
"Greenland","Female","2000","Number","26135","6"
"Greenland","Female","1999","Number","26146","6"
"Greenland","Female","1998","Number","26172","6"
"Greenland","Female","1997","Number","26152","6"
"Greenland","Female","1996","Number","26089","6"
"Greenland","Female","1995","Number","26036","6"
"Greenland","Female","1994","Number","25911","6"
"Greenland","Male","2003","Number","30292","6"
"Greenland","Male","2002","Number","30215","6"
"Greenland","Male","2001","Number","30102","6"
"Greenland","Male","2000","Number","29989","6"
"Greenland","Male","1999","Number","29941","6"
"Greenland","Male","1998","Number","29904","6"
"Greenland","Male","1997","Number","29872","6"
"Greenland","Male","1996","Number","29828","6"
"Greenland","Male","1995","Number","29762","6"
"Greenland","Male","1994","Number","29665","6"
"Grenada","Female","2005","Number","53621",""
"Grenada","Female","2001","Number","52151","49"
"Grenada","Female","2000","Number","51300","2"
"Grenada","Female","2000","Number","50835",""
"Grenada","Female","1999","Number","50900","2"
"Grenada","Female","1998","Number","50500","2"
"Grenada","Female","1997","Number","50200","2"
"Grenada","Female","1996","Number","50000","2"
"Grenada","Female","1995","Number","49900","2"
"Grenada","Female","1995","Number","49747",""
"Grenada","Female","1994","Number","49600","2"
"Grenada","Female","1993","Number","49200","2"
"Grenada","Female","1992","Number","49000","2"
"Grenada","Female","1991","Number","43230","2"
"Grenada","Female","1991","Number","48600","2"
"Grenada","Female","1990","Number","48100","2"
"Grenada","Female","1990","Number","48589",""
"Grenada","Female","1985","Number","51152",""
"Grenada","Male","2005","Number","51616",""
"Grenada","Male","2001","Number","50481","49"
"Grenada","Male","2000","Number","50100","2"
"Grenada","Male","2000","Number","49576",""
"Grenada","Male","1999","Number","49800","2"
"Grenada","Male","1998","Number","49600","2"
"Grenada","Male","1997","Number","49300","2"
"Grenada","Male","1996","Number","48900","2"
"Grenada","Male","1995","Number","48600","2"
"Grenada","Male","1995","Number","48584",""
"Grenada","Male","1994","Number","48200","2"
"Grenada","Male","1993","Number","47800","2"
"Grenada","Male","1992","Number","47500","2"
"Grenada","Male","1991","Number","41893","2"
